번호,관리기관명,소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치연월,관리기관전화번호,WGS84위도,WGS84경도,데이터기준일자
147,공주시청,,충청남도 공주시 유구읍 백교리 17-1번지(공주마이스터고 입구),생활방범,1,41,동쪽,30,2011-09,041-840-8500,36.54713,126.9505,2020-03-25
148,공주시청,,충청남도 공주시 유구읍 백교리 17-1번지(공주마이스터고 입구),생활방범,1,41,서쪽,30,2011-09,041-840-8500,36.54713,126.9505,2020-03-25
149,공주시청,,충청남도 공주시 금학동 251-6번지(공주여고 정문 동편),생활방범,1,41,360도전방면,30,2011-09,041-840-8500,36.44092,127.12046,2020-03-25
150,공주시청,,충청남도 공주시 금학동 251-6번지(공주여고 정문 동편),생활방범,1,41,남쪽,30,2011-09,041-840-8500,36.44092,127.12046,2020-03-25
151,공주시청,,충청남도 공주시 금학동 251-6번지(공주여고 정문 동편),생활방범,1,41,북쪽,30,2011-09,041-840-8500,36.44092,127.12046,2020-03-25
152,공주시청,,충청남도 공주시 금학동 251-6번지(공주여고 정문 동편),생활방범,1,41,서쪽,30,2011-09,041-840-8500,36.44092,127.12046,2020-03-25
153,공주시청,,충청남도 공주시 석장리동 124-7번지 (마을회관 30m 앞),생활방범,1,41,차량,30,2011-09,041-840-8500,36.4495,127.18752,2020-03-25
154,공주시청,,충청남도 공주시 석장리동 124-7번지 (마을회관 30m 앞),생활방범,1,41,차량,30,2011-09,041-840-8500,36.44954,127.18752,2020-03-25
155,공주시청,,충청남도 공주시 산성동 54번지,생활방범,1,41,360도전방면,30,2011-09,041-840-8500,36.457534,127.127975,2020-03-25
156,공주시청,,"충청남도 공주시 계룡면 화헌리 228-3번지 (경천사거리,)",생활방범,1,41,챠량,30,2012-05,041-840-8500,36.32617,127.13754,2020-03-25
157,공주시청,,"충청남도 공주시 계룡면 화헌리 228-3번지 (경천사거리,)",생활방범,1,41,챠량,30,2012-05,041-840-8500,36.32633,127.13743,2020-03-25
158,공주시청,,충청남도 공주시 유구읍 백교리 17-1번지(공주마이스터고 입구),생활방범,1,41,남쪽,30,2012-05,041-840-8500,36.54713,126.9505,2020-03-25
159,공주시청,,"충청남도 공주시 계룡면 화헌리 228-3번지 (경천사거리,)",생활방범,1,41,챠량,30,2012-05,041-840-8500,36.32621,127.13719,2020-03-25
160,공주시청,,"충청남도 공주시 계룡면 화헌리 228-3번지 (경천사거리,)",생활방범,1,41,챠량,30,2012-05,041-840-8500,36.32611,127.13737,2020-03-25
161,공주시청,충청남도 공주시 대추골4길 1,충청남도 공주시 옥룡동 242-4번지,생활방범,1,41,360도전방면,30,2012-05,041-840-8500,36.452291,127.128389,2020-03-25
162,공주시청,충청남도 공주시 우금티로 795,"충청남도 공주시 옥룡동 331-1번지 (옥룡 교차로, 성보의원 맞은편)",생활방범,1,41,360도전방면,30,2012-05,041-840-8500,36.45579652,127.1335713,2020-03-25
163,공주시청,충청남도 공주시 유구읍 유구마곡사로 446,충청남도 공주시 유구읍 구계리 454-2번지 (마곡사 가는길 구계삼거리),생활방범,1,41,챠량,30,2012-05,041-840-8500,36.57011909,126.9865177,2020-03-25
164,공주시청,충청남도 공주시 유구읍 유구마곡사로 446,충청남도 공주시 유구읍 구계리 454-2번지 (마곡사 가는길 구계삼거리),생활방범,1,41,챠량,30,2012-05,041-840-8500,36.57011909,126.9865177,2020-03-25
165,공주시청,,충청남도 공주시 금성동 96-8번지 (비둘기아파트 앞),생활방범,1,41,360도전방면,30,2012-05,041-840-8500,36.46681,127.119,2020-03-25
166,공주시청,,"충청남도 공주시 오곡동 809-1번지(오곡교차로 옆, 마을진입로 입구)",생활방범,1,41,챠량,30,2012-05,041-840-8500,36.41933,127.10046,2020-03-25
167,공주시청,,충청남도 공주시 오곡동 850번지,생활방범,1,41,챠량,30,2012-05,041-840-8500,36.39376,127.1125,2020-03-25
168,공주시청,충청남도 공주시 사곡면 마곡사로 945-5,"충청남도 공주시 사곡면 운암리 564-4번지 (마곡사 솔바람길, 은적길 입구 주차장)",생활방범,1,130,360도전방면,30,2012-05,041-840-8500,36.55692272,127.012118,2020-03-25
169,공주시청,,"충청남도 공주시 우성면 신웅리 산 23-2도 (고마나루 명승길 연미산 입,출구 연미산식당 맞은편)",생활방범,1,41,챠량,30,2012-05,041-840-8500,36.475747,127.09934,2020-03-25
170,공주시청,,"충청남도 공주시 쌍신동 산 6-26 (고마나루 명승길 연미산 입,출구)",생활방범,1,41,챠량,30,2013-02,041-840-8500,36.47606323,127.1089892,2020-03-25
171,공주시청,충청남도 공주시 고마나루길 30,충청남도 공주시 웅진동 328 (고마나루 명승길공예품전시판매관 뒤),생활방범,1,130,360도전방면,30,2013-02,041-840-8500,36.46249522,127.112272,2020-03-25
172,공주시청,충청남도 공주시 대통1길 21,"충청남도 공주시 봉황동 32-3, (풍덕유치원 앞)",어린이보호,1,200,북쪽,30,2013-02,041-840-8500,36.450619,127.122119,2020-03-25
173,공주시청,,"충청남도 공주시 중동 385-2, (중동초등학교 앞)",어린이보호,1,200,360도전방면,30,2013-02,041-840-8500,36.45341056,127.1247311,2020-03-25
174,공주시청,,"충청남도 공주시 중동 385-2, (중동초등학교 앞)",어린이보호,1,200,골목길,30,2013-02,041-840-8500,36.45341056,127.1247311,2020-03-25
175,공주시청,충청남도 공주시 반포면 외송2길 47,"충청남도 공주시 반포면 송곡리 48-4, (숲생태유치원 앞)",어린이보호,1,200,360도전방면,30,2013-02,041-840-8500,36.40872756,127.2697103,2020-03-25
176,공주시청,충청남도 공주시 반포면 외송2길 47,"충청남도 공주시 반포면 송곡리 48-4, (숲생태유치원 앞)",어린이보호,1,200,진입로,30,2016-07,041-840-8500,36.40872756,127.2697103,2020-03-25
177,공주시청,,"충청남도 공주시 사곡면 호계리 417-2, (호계초등학교 앞)",어린이보호,1,200,360도전방면,30,2013-02,041-840-8500,36.506973,127.0237734,2020-03-25
178,공주시청,,"충청남도 공주시 사곡면 호계리 417-2, (호계초등학교 앞)",어린이보호,1,200,진입로,30,2017-06,041-840-8500,36.506973,127.0237734,2020-03-25
179,공주시청,,"충청남도 공주시 사곡면 운암리 689-1, (마곡초등학교 앞)",어린이보호,1,200,360도전방면,30,2013-02,041-840-8500,36.55874072,127.0182445,2020-03-25
180,공주시청,,"충청남도 공주시 사곡면 운암리 689-1, (마곡초등학교 앞)",어린이보호,1,200,정문,30,2013-02,041-840-8500,36.55874072,127.0182445,2020-03-25
181,공주시청,충청남도 공주시 중앙공원1길 11,충청남도 공주시 중동 259-16번지 (영명중 정문 앞),기타,1,200,360도전방면,30,2013-02,041-840-8500,36.45253954,127.1254225,2020-03-25
182,공주시청,충청남도 공주시 중앙공원1길 11,충청남도 공주시 중동 259-16번지 (영명중 정문 앞),기타,1,200,진입로,30,2013-02,041-840-8500,36.45253954,127.1254225,2020-03-25
183,공주시청,충청남도 공주시 웅진로 142,"충청남도 공주시 중동 214-1, (국민도서 앞)",교통단속,1,130,360도전방면,30,2013-02,041-840-8494,36.452973,127.1245239,2020-03-25
184,공주시청,충청남도 공주시 웅진로 159,"충청남도 공주시 중동 142-3, (구박물관사거리 앞, 배스킨라빈스 앞)",교통단속,1,130,360도전방면,30,2013-02,041-840-8494,36.45458451,127.1243415,2020-03-25
185,공주시청,,"충청남도 공주시 중동 118-10, (중동사거리)",교통단속,1,130,360도전방면,30,2013-02,041-840-8494,36.45648645,127.124883,2020-03-25
186,공주시청,충청남도 공주시 웅진로 204,"충청남도 공주시 산성동 136-15, (중앙약국 맞은편)",교통단속,1,130,360도전방면,30,2013-02,041-840-8494,36.45862821,127.1250441,2020-03-25
187,공주시청,,"충청남도 공주시 산성동 170-27, (구시외버스터미널, 대한정형외과앞)",교통단속,1,130,360도전방면,30,2013-02,041-840-8494,36.460541,127.124302,2020-03-25
188,공주시청,충청남도 공주시 번영1로 38,"충청남도 공주시 신관동 600-1, (LG전자앞)",교통단속,1,41,360도전방면,30,2013-02,041-840-8494,36.47112396,127.1332907,2020-03-25
189,공주시청,충청남도 공주시 번영1로 55,"충청남도 공주시 신관동 650-9, (하이마트 부근)",교통단속,1,200,360도전방면,30,2013-02,041-840-8494,36.47293253,127.1340247,2020-03-25
190,공주시청,충청남도 공주시 번영1로 76,"충청남도 공주시 신관동 651-2, (국민은행 앞)",교통단속,1,41,360도전방면,30,2013-02,041-840-8494,36.473654,127.135941,2020-03-25
191,공주시청,,"충청남도 공주시 신관동 225-3, (눈치코치 앞)",교통단속,1,41,360도전방면,30,2013-02,041-840-8494,36.47218,127.13766,2020-03-25
192,공주시청,,"충청남도 공주시 신관동 327-5, (신관초등학교 앞)",교통단속,1,200,360도전방면,30,2013-02,041-840-8494,36.47441688,127.1377134,2020-03-25
193,공주시청,충청남도 공주시 번영2로 45-5,"충청남도 공주시 신관동 639-3, (신관어린이집 부근)",교통단속,1,41,360도전방면,30,2013-02,041-840-8494,36.47213573,127.1354725,2020-03-25
194,공주시청,,"충청남도 공주시 신관동 639-1, (한우타운 앞)",교통단속,1,41,360도전방면,30,2014-07,041-840-8494,36.47267384,127.135854,2020-03-25
195,공주시청,충청남도 공주시 번영1로 5,"충청남도 공주시 신관동 597-11, (공주시 선관위 앞)",교통단속,1,41,360도전방면,30,2014-07,041-840-8494,36.46909362,127.1307378,2020-03-25
196,공주시청,,"충청남도 공주시 산성동 192-2, (공영주차장 앞)",교통단속,1,130,360도전방면,30,2014-07,041-840-8494,36.45874378,127.1227049,2020-03-25
197,공주시청,,"충청남도 공주시 중동 147-283, (교촌교(제세당교)앞, 공주 중앙신협 앞)",교통단속,1,130,360도전방면,30,2014-07,041-840-8494,36.45649768,127.1236431,2020-03-25
198,공주시청,충청남도 공주시 무령로 195,"충청남도 공주시 교동 118-1, (공주세무서 사거리)",교통단속,1,130,360도전방면,30,2014-07,041-840-8494,36.45667099,127.12144,2020-03-25
199,공주시청,충청남도 공주시 신관로 85,"충청남도 공주시 신관동 611-16, (경복궁웨딩홀 앞)",교통단속,1,130,360도전방면,30,2014-07,041-840-8494,36.46724259,127.1345626,2020-03-25
200,공주시청,충청남도 공주시 유구읍 중앙1길 104,"충청남도 공주시 유구읍 석남리 249-3, (유구읍 새마을금고 앞)",교통단속,1,41,360도전방면,30,2014-07,041-840-8494,36.55402259,126.9512738,2020-03-25
201,공주시청,충청남도 공주시 유구읍 중앙1길 85-1,"충청남도 공주시 유구읍 석남리 442-42, (유구읍사무소 앞)",교통단속,1,41,360도전방면,30,2014-07,041-840-8494,36.55245444,126.9508995,2020-03-25
202,공주시청,,"충청남도 공주시 유구읍 석남리 442-9, (안양오토바이 앞)",교통단속,1,200,360도전방면,30,2014-07,041-840-8494,36.551412,126.951018,2020-03-25
203,공주시청,,"충청남도 공주시 유구읍 석남리 356-5, (SK주유소 앞)",교통단속,1,41,360도전방면,30,2014-07,041-840-8494,36.550186,126.950963,2020-03-25
204,공주시청,,"충청남도 공주시 신관동 537-18, (현대5차홈타운 사거리 앞)",교통단속,1,130,360도전방면,30,2014-07,041-840-8494,36.4741343,127.1470443,2020-03-25
205,공주시청,충청남도 공주시 우금티로 795,"충청남도 공주시 옥룡동 331-1, (옥룡 교차로 성보의원 맞은편)",교통단속,1,41,360도전방면,30,2016-11,041-840-8494,36.45579652,127.1335713,2020-03-25
206,공주시청,충청남도 공주시 신관로 38,"충청남도 공주시 신관동 599-1, (신관사거리 앞)",교통단속,1,41,360도전방면,30,2016-11,041-840-8494,36.47002558,127.13223,2020-03-25
207,공주시청,충청남도 공주시 신관로 67,"충청남도 공주시 신관동 200, (터미널 앞)",교통단속,1,41,360도전방면,30,2014-07,041-840-8494,36.46891914,127.1352808,2020-03-25
208,공주시청,,"충청남도 공주시 신관동 266-17, (공주 클리닉 사거리 앞)",교통단속,1,130,360도전방면,30,2014-07,041-840-8494,36.47451117,127.1406323,2020-03-25
209,공주시청,충청남도 공주시 유구읍 유구마곡사로 9,"충청남도 공주시 유구읍 석남리 283-9, (유구시외버스터미널 앞)",교통단속,1,41,360도전방면,30,2014-07,041-840-8494,36.550277,126.951787,2020-03-25
210,공주시청,충청남도 공주시 하선길 28-1,"충청남도 공주시 금학동 371-1, (교대부속초 정문 앞, A-011과 같은 전기, 회선 사용)",교통단속,1,41,360도전방면,30,2014-07,041-840-8494,36.44053235,127.1184257,2020-03-25
211,공주시청,충청남도 공주시 오거리길 5,"충청남도 공주시 봉황동 99, (봉황초 정문 서쪽 사거리)",교통단속,1,41,360도전방면,30,2014-07,041-840-8494,36.44976882,127.1207064,2020-03-25
212,공주시청,,"충청남도 공주시 교동 41-11, (교동초 정문 앞, A-010과 같은 전기, 회선 사용)",교통단속,1,41,360도전방면,30,2014-07,041-840-8494,36.45962175,127.1177348,2020-03-25
213,공주시청,,충청남도 공주시 신관동 22-123(신월초 정문 맞은편),교통단속,1,41,360도전방면,30,2014-07,041-840-8494,36.47294903,127.148219,2020-03-25
214,공주시청,,"충청남도 공주시 신관동 324-7, (신관초 옆, 한적1길 10번 앞)",교통단속,1,41,360도전방면,30,2015-01,041-840-8494,36.47497226,127.1377141,2020-03-25
215,공주시청,충청남도 공주시 반포면 동학사1로 266-14,"충청남도 공주시 반포면 학봉리 730-6, (동학사 관광안내소 앞, 동학사1로266-16 앞)",교통단속,1,41,360도전방면,30,2015-01,041-840-8494,36.35842421,127.2373777,2020-03-25
216,공주시청,,"충청남도 공주시 반포면 학봉리 794-24, (다리 앞)",교통단속,1,41,360도전방면,30,2015-01,041-840-8494,36.35762038,127.2372219,2020-03-25
217,공주시청,충청남도 공주시 사곡면 마곡사로 966,"충청남도 공주시 사곡면 운암리 567번지(마곡사 중악단, 대웅보전, 대광보전)",시설물관리,1,200,대광보전실내우측앞,30,2015-08,041-840-8500,36.559363,127.012137,2020-03-25
218,공주시청,충청남도 공주시 사곡면 마곡사로 966,"충청남도 공주시 사곡면 운암리 567번지(마곡사 중악단, 대웅보전, 대광보전)",시설물관리,1,200,매화당우측앞,30,2015-08,041-840-8500,36.559363,127.012137,2020-03-25
219,공주시청,충청남도 공주시 사곡면 마곡사로 966,"충청남도 공주시 사곡면 운암리 567번지(마곡사 중악단, 대웅보전, 대광보전)",시설물관리,1,200,영산전실내우측앞,30,2015-08,041-840-8500,36.559363,127.012137,2020-03-25
220,공주시청,충청남도 공주시 사곡면 마곡사로 966,"충청남도 공주시 사곡면 운암리 567번지(마곡사 중악단, 대웅보전, 대광보전)",시설물관리,1,200,영산전실내좌측앞,30,2015-08,041-840-8500,36.559363,127.012137,2020-03-25
221,공주시청,충청남도 공주시 사곡면 마곡사로 966,"충청남도 공주시 사곡면 운암리 567번지(마곡사 중악단, 대웅보전, 대광보전)",시설물관리,1,200,영산전앞(홍성루앞),30,2015-08,041-840-8500,36.559363,127.012137,2020-03-25
222,공주시청,충청남도 공주시 사곡면 마곡사로 966,"충청남도 공주시 사곡면 운암리 567번지(마곡사 중악단, 대웅보전, 대광보전)",시설물관리,1,200,영산전뒤,30,2015-08,041-840-8500,36.559363,127.012137,2020-03-25
223,공주시청,충청남도 공주시 사곡면 마곡사로 966,"충청남도 공주시 사곡면 운암리 567번지(마곡사 중악단, 대웅보전, 대광보전)",시설물관리,1,200,영산전우측뒤옆,30,2015-08,041-840-8500,36.559363,127.012137,2020-03-25
224,공주시청,충청남도 공주시 사곡면 마곡사로 966,"충청남도 공주시 사곡면 운암리 567번지(마곡사 중악단, 대웅보전, 대광보전)",시설물관리,1,200,영산전좌측뒤옆,30,2015-08,041-840-8500,36.559363,127.012137,2020-03-25
225,공주시청,충청남도 공주시 신금2길 27,"충청남도 공주시 신관동 537-18, (현대5차홈타운 사거리 앞)",생활방범,1,200,,30,2015-08,041-840-8500,36.47426517,127.1471757,2020-03-25
226,공주시청,충청남도 공주시 번영2로 31-1,"충청남도 공주시 신관동 600-7 (번영2로 31-1, 번영원룸 앞)",생활방범,1,200,360도전방면,30,2015-08,041-840-8500,36.47066248,127.1332442,2020-03-25
