번호,안전비상벨관리번호,설치목적,설치장소유형,설치위치,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,연계방식,경찰연계유무,경비업체연계유무,관리사무소연계유무,부가기능,안전비상벨설치연도,최종점검일자,최종점검결과구분,관리기관명,관리기관전화번호,데이터기준일자
130,덕산-02호,방범용,가로변,덕산 써니밸리놀이터옆사거리 스피드돔_비상벨,,충청남도 예산군 덕산면 읍내리 378-2,36.705064,126.666301,양방향,N,N,N,CCTV,2020,2020-12-02,Y,예산군청,041-339-7242,2020-12-21
131,덕산-01호,방범용,가로변,덕산 삼성아트빌 스피드돔_비상벨,,충청남도 예산군 덕산면 읍내리 399-3,36.7066413,126.66499,양방향,N,N,N,CCTV,2020,2020-12-02,Y,예산군청,041-339-7242,2020-12-21
132,예산-12호,방범용,가로변,예산 여중후문통학로 스피드돔_비상벨,,충청남도 예산군 예산읍 발연리 128-3,36.698001,126.83728,양방향,N,N,N,CCTV,2020,2020-12-02,Y,예산군청,041-339-7242,2020-12-21
133,예산-11호,방범용,가로변,예산 여중남문통학로 우방아파트방향 스피드돔_비상벨,,충청남도 예산군 예산읍 발연리 137-9,36.69805,126.8356,양방향,N,N,N,CCTV,2020,2020-12-02,Y,예산군청,041-339-7242,2020-12-21
134,예산-10호,방범용,가로변,예산 여중정문통학로 주공아파트방향 스피드돔_비상벨,,충청남도 예산군 예산읍 발연리 141,36.6983,126.833,양방향,N,N,N,CCTV,2020,2020-12-02,Y,예산군청,041-339-7242,2020-12-21
135,예산-09호,방범용,가로변,예산 발연주공아파트앞사거리 터미널방향 스피드돔_비상벨,,충청남도 예산군 예산읍 발연리 105-6,36.69653,126.83325,양방향,N,N,N,CCTV,2020,2020-12-02,Y,예산군청,041-339-7242,2020-12-21
136,예산-08호,방범용,가로변,예산 발연리 GM빌딩앞 스피드돔_비상벨,,충청남도 예산군 예산읍 발연리 85-18,36.69475,126.8337,양방향,N,N,N,CCTV,2020,2020-12-02,Y,예산군청,041-339-7242,2020-12-21
137,예산-07호,방범용,가로변,예산 계룡아파트입구삼거리 터미널방향 스피드돔_비상벨,,충청남도 예산군 예산읍 산성리 657,36.69653,126.83325,양방향,N,N,N,CCTV,2020,2020-12-02,Y,예산군청,041-339-7242,2020-12-21
138,예산-06호,방범용,가로변,예산 스튜디오아가페앞 스피드돔(한신아파트 방향)_비상벨,,충청남도 예산군 예산읍 산성리 679,36.69337,126.8332,양방향,N,N,N,CCTV,2020,2020-12-02,Y,예산군청,041-339-7242,2020-12-21
139,예산-05호,방범용,가로변,예산 그날그날회수산 스피드돔_비상벨,,충청남도 예산군 예산읍 산성리 732,36.6925,126.8331,양방향,N,N,N,CCTV,2020,2020-12-02,Y,예산군청,041-339-7242,2020-12-21
140,예산-04호,방범용,가로변,예산 복길곱창사거리 스피드돔_비상벨,,충청남도 예산군 예산읍 산성리 883,36.69149,126.833,양방향,N,N,N,CCTV,2020,2020-12-02,Y,예산군청,041-339-7242,2020-12-21
141,예산-03호,방범용,가로변,예산 광장식당앞 스피드돔_비상벨,,충청남도 예산군 예산읍 산성리 809,36.69143,126.831,양방향,N,N,N,CCTV,2020,2020-12-02,Y,예산군청,041-339-7242,2020-12-21
142,예산-02호,방범용,가로변,예산 우송팰리스3동앞 스피드돔(경찰청)_비상벨,,충청남도 예산군 예산읍 산성리 852,36.69,126.8322,양방향,N,N,N,CCTV,2020,2020-12-02,Y,예산군청,041-339-7242,2020-12-21
143,예산-01호,방범용,가로변,예산 교육청사거리 예산역방향 스피드돔_비상벨,,충청남도 예산군 예산읍 산성리 836,36.69051,126.83006,양방향,N,N,N,CCTV,2020,2020-12-02,Y,예산군청,041-339-7242,2020-12-21
144,예산-13호,방범용,가로변,쌍송배기,,충청남도 예산군 예산읍 예산리 199-1,36.68018,126.85173,양방향,N,N,N,CCTV,2020,2020-12-02,Y,예산군청,041-339-7242,2020-12-21
145,예산-14호,방범용,가로변,예산4리 마을회관(청수탕입구),,충청남도 예산군 예산읍 예산리 237-2,36.67920,126.85119,양방향,N,N,N,CCTV,2020,2020-12-02,Y,예산군청,041-339-7242,2020-12-21
146,예산-15호,방범용,가로변,예산청과 삼거리,,충청남도 예산군 예산읍 예산리 261-5,36.67831,126.85001,양방향,N,N,N,CCTV,2020,2020-12-02,Y,예산군청,041-339-7242,2020-12-21
147,예산-16호,방범용,가로변,예산상설시장농협앞 사거리,,충청남도 예산군 예산읍 예산리 249-1,36.67785,126.84973,양방향,N,N,N,CCTV,2020,2020-12-02,Y,예산군청,041-339-7242,2020-12-21
148,예산-17호,방범용,가로변,예산상설시장입구 버스승강장,,충청남도 예산군 예산읍 예산리 313-4,36.67672,126.85020,양방향,N,N,N,CCTV,2020,2020-12-02,Y,예산군청,041-339-7242,2020-12-21
149,예산-18호,방범용,가로변,공주산업대입구,,충청남도 예산군 예산읍 대회리 295,36.67498,126.85141,양방향,N,N,N,CCTV,2020,2020-12-02,Y,예산군청,041-339-7242,2020-12-21
150,예산-19호,방범용,가로변,법융사 입구(CJ대한통운),,충청남도 예산군 예산읍 대회리 143-2,36.67496,126.85332,양방향,N,N,N,CCTV,2020,2020-12-02,Y,예산군청,041-339-7242,2020-12-21
151,예산-20호,방범용,가로변,공주산업대원룸촌(이마트24뒤),,충청남도 예산군 예산읍 대회리 291-1,36.67434,126.85451,양방향,N,N,N,CCTV,2020,2020-12-02,Y,예산군청,041-339-7242,2020-12-21
152,예산-21호,방범용,가로변,공주산업대(예산시장국수 앞),,충청남도 예산군 예산읍 대회리 294-3,36.67385,126.85551,양방향,N,N,N,CCTV,2020,2020-12-02,Y,예산군청,041-339-7242,2020-12-21
153,예산-22호,방범용,가로변,신례원역앞 교차로,,충청남도 예산군 예산읍 신례원리 324-3,36.72638,126.84735,양방향,N,N,N,CCTV,2020,2020-12-02,Y,예산군청,041-339-7242,2020-12-21
154,예산-23호,방범용,가로변,신례원 버스터미널 앞,,충청남도 예산군 예산읍 신례원리 617,36.72725,126.84540,양방향,N,N,N,CCTV,2020,2020-12-02,Y,예산군청,041-339-7242,2020-12-21
155,B13-01갓골어린이집회전,방범용,가로변,갓골어린이집,충청남도 홍성군 홍동면 운월리 368-20,충청남도 홍성군 홍동면 운월리 368-20,36.558276,126.685960,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
156,B14-01홍성유치원회전,방범용,가로변,홍성유치원,충청남도 홍성군 홍성읍 오관리 776,충청남도 홍성군 홍성읍 오관리 776,36.603018,126.658729,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
157,A13-01남장공원회전-1,방범용,공원,남장공원,충청남도 홍성군 홍성읍 남장리 산44-1,충청남도 홍성군 홍성읍 남장리 산44-1,36.576223,126.652811,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
158,A14-01옥암공원회전-1,방범용,공원,옥암공원,충청남도 홍성군 홍성읍 옥암리 1073,충청남도 홍성군 홍성읍 옥암리 1073,36.595164,126.657153,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
159,A15-01숲자락공원회전,방범용,공원,숲자락공원,충청남도 홍성군 홍성읍 남장리 601,충청남도 홍성군 홍성읍 남장리 601,36.583232,126.652253,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
160,A16-01남장골공원회전-1,방범용,공원,남장골공원,충청남도 홍성군 홍성읍 남장리 523,충청남도 홍성군 홍성읍 남장리 523,36.589426,126.665073,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
161,B06-02광천초교정문,방범용,가로변,광천초교정문,충청남도 홍성군 광천읍 홍남로705번길16,충청남도 홍성군 광천읍 홍남로705번길16,36.506379,126.629406,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
162,B06-03광신초교정문,방범용,가로변,광신초교정문,충청남도 홍성군 광천읍 원촌길72번길15,충청남도 홍성군 광천읍 원촌길72번길15,36.498200,126.628761,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
163,B06-14광남초교정문,방범용,가로변,광남초교정문,충청남도 홍성군 광천읍 광천로167,충청남도 홍성군 광천읍 광천로167,36.491197,126.618510,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
164,E08-02홍주향교,방범용,가로변,홍주향교,충청남도 홍성군 홍성읍 대교리 239-1,충청남도 홍성군 홍성읍 대교리 239-1,36.609711,126.666436,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
165,H01-09프라임유치원,방범용,가로변,프라임유치원,충청남도 홍성군 홍성읍 남장리 212-1,충청남도 홍성군 홍성읍 남장리 212-1,36.585623,126.658132,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
166,H01-11월산어린이공원-1,방범용,공원,월산어린이공원-1,충청남도 홍성군 홍성읍 월산리858-5번지,충청남도 홍성군 홍성읍 월산리858-5번지,36.600226,126.651327,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
167,H01-13홍주공원-1,방범용,공원,홍주공원-1,충청남도 홍성군 홍성읍 오관리  412-6,충청남도 홍성군 홍성읍 오관리  412-6,36.599474,126.660677,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
168,H01-14홍주공원-2,방범용,공원,홍주공원-2,충청남도 홍성군 홍성읍 오관리105-7,충청남도 홍성군 홍성읍 오관리105-7,36.600165,126.660283,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
169,H01-16역재방죽공원-돌탑,방범용,공원,역재방죽공원-돌탑,충청남도 홍성군 홍성읍 고암리353-1,충청남도 홍성군 홍성읍 고암리353-1,36.592862,126.676703,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
170,H01-17역재방죽공원-문화원,방범용,공원,역재방죽공원-문화원,충청남도 홍성군 홍성읍 고암리689-1,충청남도 홍성군 홍성읍 고암리689-1,36.592514,126.675057,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
171,H01-19고암공원-1,방범용,공원,고암공원,충청남도 홍성군 홍성읍 고암리624-5,충청남도 홍성군 홍성읍 고암리624-5,36.593636,126.671911,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
172,A17-01주교마을입구회전,방범용,가로변,주교마을입구,충청남도 홍성군 결성면 형산리 717,충청남도 홍성군 결성면 형산리 717,36.585288,126.569394,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
173,A18-01상송1리입구회전,방범용,가로변,상송1리입구,충청남도 홍성군 장곡면 상송리 915,충청남도 홍성군 장곡면 상송리 915,36.496006,126.703422,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
174,A19-01운용마을입구고정1,방범용,가로변,운용마을입구,충청남도 홍성군 광천읍 운용리 544,충청남도 홍성군 광천읍 운용리 544,36.521644,126.668310,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
175,A20-01갈산중입구회전,방범용,가로변,갈산중입구,충청남도 홍성군 갈산면 상촌리 239-12,충청남도 홍성군 갈산면 상촌리 239-12,36.604545,126.550230,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
176,A21-01취생마을입구회전,방범용,가로변,취생마을입구,충청남도 홍성군 갈산면 취생리 575-9,충청남도 홍성군 갈산면 취생리 575-9,36.636329,126.533005,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
177,A01-32대교공원(한마음앞),방범용,공원,대교공원(한마음앞),충청남도 홍성군 홍성읍 대교리  410-2,충청남도 홍성군 홍성읍 대교리  410-2,36.604382,126.664158,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
178,A01-34대교2공원(큰시장),방범용,공원,대교2공원(큰시장),충청남도 홍성군 홍성읍 대교2리540,충청남도 홍성군 홍성읍 대교2리540,36.604522,126.664523,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
179,A23-01-광천역주변-회전,방범용,가로변,광천역주변,충청남도 홍성군 광천읍 신진리 546-2,충청남도 홍성군 광천읍 신진리 546-2,36.501831,126.622902,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
180,A23-06-장곡옥계1리마을회관,방범용,가로변,장곡옥계1리마을회관,충청남도 홍성군 장곡면 옥계리 30-10,충청남도 홍성군 장곡면 옥계리 30-10,36.486541,126.743985,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
181,A23-10-행복예식장앞-회전,방범용,공원,행복예식장앞,충청남도 홍성군 홍성읍 오관리 297-56,충청남도 홍성군 홍성읍 오관리 297-56,36.602726,126.667196,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
182,A23-13-현대APT앞-회전,방범용,가로변,현대APT앞,충청남도 홍성군 홍성읍 월산리 1-1,충청남도 홍성군 홍성읍 월산리 1-1,36.602688,126.654720,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
183,A23-18-부영APT앞사거리-회전,방범용,가로변,부영APT앞사거리,충청남도 홍성군 홍성읍 월산리 866,충청남도 홍성군 홍성읍 월산리 866,36.601780,126.648155,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
184,A23-23-세광APT후문-고정1,방범용,가로변,세광APT후문,충청남도 홍성군 홍성읍 오관리 815-1,충청남도 홍성군 홍성읍 오관리 815-1,36.604440,126.656556,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
185,A23-25-주공APT후문-고정1,방범용,가로변,주공APT후문,충청남도 홍성군 홍성읍 남장리 486-4,충청남도 홍성군 홍성읍 남장리 486-4,36.590932,126.666499,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
186,A23-28-신천ATP-고정1,방범용,가로변,신천ATP,충청남도 홍성군 홍성읍 오관리 7-5,충청남도 홍성군 홍성읍 오관리 7-5,36.604029,126.665476,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
187,A23-30-공무원주택사거리-고정1,방범용,가로변,공무원주택사거리,충청남도 홍성군 홍성읍 오관리 477-4,충청남도 홍성군 홍성읍 오관리 477-4,36.596266,126.663946,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
188,A23-38-청소년수련관옆-고정1,방범용,가로변,청소년수련관옆,충청남도 홍성군 홍성읍 옥암리 1085,충청남도 홍성군 홍성읍 옥암리 1085,36.593622,126.655799,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
189,A23-42-코오롱APT후문-고정1,방범용,가로변,코오롱APT후문,충청남도 홍성군 홍성읍 옥암리 246-4,충청남도 홍성군 홍성읍 옥암리 246-4,36.591205,126.656302,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
190,A23-44-법원옆사거리-회전,방범용,가로변,법원옆사거리,충청남도 홍성군 홍성읍 월산리 895-1,충청남도 홍성군 홍성읍 월산리 895-1,36.599521,126.650059,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
191,A23-49-세광APT정문옆-고정1,방범용,가로변,세광APT정문옆,충청남도 홍성군 홍성읍 오관리 802-6,충청남도 홍성군 홍성읍 오관리 802-6,36.603633,126.659036,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
192,D03-01-시장방범-회전1,방범용,가로변,시장방범1,충청남도 홍성군 홍성읍 대교리 397,충청남도 홍성군 홍성읍 대교리 397,36.601863,126.669862,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
193,D03-02-시장방범-회전2,방범용,가로변,시장방범2,충청남도 홍성군 홍성읍 대교리 397,충청남도 홍성군 홍성읍 대교리 397,36.601863,126.669862,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
194,D03-03-시장방범-회전3,방범용,가로변,시장방범3,충청남도 홍성군 홍성읍 대교리 397,충청남도 홍성군 홍성읍 대교리 397,36.601863,126.669862,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
195,D03-04-시장방범-회전4,방범용,가로변,시장방범4,충청남도 홍성군 홍성읍 대교리 397,충청남도 홍성군 홍성읍 대교리 397,36.601863,126.669862,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
196,D03-05-시장방범-고정,방범용,가로변,시장방범5,충청남도 홍성군 홍성읍 대교리 397,충청남도 홍성군 홍성읍 대교리 397,36.601863,126.669862,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
197,A40-71-홍성초후문도로-회전,방범용,가로변,홍성초후문도로,충청남도 홍성군 홍성읍 오관리 654-11,충청남도 홍성군 홍성읍 오관리 654-11,36.599373,126.656063,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
198,A40-76-홍성천주교역사공원-회전,방범용,공원,홍성천주교역사공원,충청남도 홍성군 홍성읍 오관리 1,충청남도 홍성군 홍성읍 오관리 1,36.604505,126.668964,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
199,A40-82-광천생활체육공원-회전,방범용,공원,광천생활체육공원,충청남도 홍성군 광천읍 광천리 30-6,충청남도 홍성군 광천읍 광천리 30-6,36.508173,126.635765,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
200,A40-88-청운대숲길-회전,방범용,공원,청운대숲길,충청남도 홍성군 홍성읍 학계리 452-10,충청남도 홍성군 홍성읍 학계리 452-10,36.578594,126.666510,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
201,A40-93-청운혜전생활관빌라앞-회전,방범용,가로변,청운혜전생활관빌라앞,충청남도 홍성군 홍성읍 학계리 504-11,충청남도 홍성군 홍성읍 학계리 504-11,36.576102,126.660297,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
202,A40-102-홍성성결교회뒤삼거리-고정1,방범용,가로변,홍성성결교회뒤삼거리,충청남도 홍성군 홍성읍 소향리 62-4,충청남도 홍성군 홍성읍 소향리 62-4,36.606598,126.660204,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
203,A40-106-광천교버스정류장옆-회전,방범용,가로변,광천교버스정류장옆,충청남도 홍성군 광천읍 광천리 470-3,충청남도 홍성군 광천읍 광천리 470-3,36.500120,126.627299,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
204,A70-61-동해루앞골목-고1,방범용,가로변,동해루앞골목,충청남도 홍성군 홍성읍 오관리 411-2,충청남도 홍성군 홍성읍 오관리 411-2,36.598170,126.658153,양방향,N,N,N,CCTV,2014,2018-12-10,Y,홍성군청,041-630-1646,2021-07-31
